yelping_since,votes.funny,votes.useful,votes.cool,review_count,user_id,fans,average_stars,usefulness,fun,Popularity
2011-05,6,0,0,4,oqQf3q0rc-4lEdK8uVPfBA,high,2,5,1,Medium
2011-06,0,9,1,21,vzdOEhnuezHv8NO1sB8i8Q,high,4,5,1,Medium
2011-07,16,51,9,58,mjDvF0ZO7RoIqAqZ-8oy_g,high,3,1,1,Low
2011-09,2,13,5,9,BD3m9skDyrpYQAnWUFWVyg,high,3,5,1,Medium
2011-09,0,1,0,3,u_ZNMpF-hRM9TjFigPy1RQ,high,3,1,1,Low
2011-09,2,10,2,6,_0AlzcZa4vHSuOHcEbTeNg,high,3,5,1,Medium
2011-09,0,0,0,1,ogKhAq1vWJw21L9VkRl0pw,high,1,5,1,Medium
2011-10,0,11,3,15,gO22PafZpfqIgPULynJPxA,high,3,5,1,Medium
2011-10,2,4,2,10,qQ98WXky-jy-6zxozri_mQ,high,3,1,1,Low
2012-01,10,50,8,42,Aly5gILuU62epTi3hiD4Ow,high,3,1,1,Low
2012-01,6,38,4,25,FIXk8yaTl7BOA5nQ0sY5zA,high,2,5,1,Medium
2012-01,3,14,7,23,3MbLZuQZIuEDdme0BI1AAw,high,4,1,1,Low
2012-01,3,13,5,6,YOcK5dGtYlAvrh7RXtZXnA,high,3,1,1,Low
2012-02,3,23,1,5,JzmcepCRCPEnGL7YPtp6dQ,high,3,5,1,Medium
2012-03,0,5,2,6,NIBSHb4817EFRGMMrKQo2A,high,4,5,1,Medium
2012-04,0,1,0,6,TkO8AQQC6Do-5_eu1CuNWQ,high,3,1,1,Low
2012-07,0,4,1,3,RdD4pNNBrBMGAje3CXWFSw,high,3,1,1,Low
2012-07,44,268,64,262,o1vQamNaKnWqssghIfOCWw,high,3,5,1,Medium
2012-08,2,13,2,15,upBdacgVSiddWZde3lpRSg,high,4,5,1,Medium
2012-08,21,26,6,26,c98woCrcgb1pJrvg6APXBA,high,4,5,1,Medium
2012-11,0,0,0,1,uKR0kJ_551My0pdWW0LAFg,high,1,5,1,Medium
2012-12,0,0,0,1,0GeexAZIjFL8wckB8GnAgw,high,5,5,1,Medium
2012-12,0,1,0,3,CTy1MfrZevBXWH31MpH6mw,high,5,1,1,Low
2013-01,6,36,6,17,VsIkMzpaPG4X4emn_3u6WA,high,2,5,1,Medium
2013-01,0,1,0,3,ME-9I3SszPB9MnUVPy3jFA,high,4,5,1,Medium
2013-02,0,12,4,33,DYSzC_0lHuTLzYfyY-QwDQ,high,4,5,1,Medium
2013-02,0,2,0,3,ZUctiPf769-GtIqLIav0dA,high,3,5,1,Medium
2013-02,0,1,0,3,m5stsywJq2jZZceS3vgYFw,high,3,5,1,Medium
2013-03,3,10,2,18,kiWir5rHp6Kr60kdCU-lOg,high,3,1,1,Low
2013-05,1,5,0,2,7NZrqfPkZ3W8E7ucSTVJ3w,high,1,1,1,Low
2013-06,0,2,0,1,2DQbjn2sutdbDqF5fPM0rg,high,1,5,1,Medium
2013-07,0,0,0,1,wSSc2Hk5BjuaQY1rYDhxGw,high,5,5,1,Medium
2013-07,0,0,0,4,iKtquggufFXR5-x2VduXxA,high,5,5,1,Medium
2013-08,0,4,0,4,1v3h9btLbzRccZTKymrW1g,high,3,1,1,Low
2013-10,39,229,58,100,f5rZqP_cG4ij82uzKsQ4rg,high,3,5,1,Medium
2013-11,0,1,1,1,aRK7dhxmvw2p2doz__bAwA,high,1,1,1,Low
2013-11,4,14,3,5,Wsyw-G9QEBh9g8XkgRLz4w,high,2,5,1,Medium
2013-11,0,1,0,3,74KtUSh0NKpNlXvCpaad4A,high,1,5,1,Medium
2014-03,0,0,0,2,zaDNiSUj3W4oOgCl2Xp2kg,high,5,5,1,Medium
2014-03,0,3,0,4,uOEDuVH-q7NHshJSSeW2BA,high,2,5,1,Medium
2014-04,0,0,1,1,ARSvemWz7TfLJsOINIGHMw,high,5,5,1,Medium
2014-04,4,6,3,7,1lHY6C-s129rRGzZAKiM5g,high,2,5,1,Medium
2014-05,2,6,0,7,ksT6BcFDKC-CKWlj2P1TKw,high,1,5,1,Medium
2014-05,0,1,0,4,L4ncbR2tR0J16E0gB4jFNw,high,5,5,1,Medium
2014-06,0,0,2,2,TmMXPkMuPDOTQ7z2PC-fuA,high,5,5,1,Medium
2014-06,0,0,0,1,xaoOESDNx21UrA4iSm6dTQ,high,5,5,1,Medium
2014-07,0,0,0,1,#NAME?,high,5,5,1,Medium
2014-07,0,0,0,1,7IAgv9vuezOsZS7F8M_VHA,high,4,5,1,Medium
2014-07,0,1,0,3,BxZcvdldigYPHieroeIRqA,high,4,5,1,Medium
2014-09,0,0,0,2,Bro_bJZ2Z55jHq1NGPCI8Q,high,1,5,1,Medium
2014-09,2,4,0,6,lTDNsPV5AhwD76skgViaFg,high,3,5,1,Medium
2014-09,0,0,0,3,1dkXvWQxA9wEkw7mP8jmuQ,high,2,1,1,Low
2014-09,40,66,23,50,kKgUDdAfPNOFN5U7RUVIvg,high,4,5,1,Medium
2014-10,0,3,0,3,FJ9ri3b3qK5ippR0VFf8Gw,high,3,1,1,Low
2014-10,4,18,1,6,IRdBtH_7ARgP5OV0chWw0A,high,3,5,1,Medium
2014-11,0,0,0,3,Syj98yHHb0uyPs0PgHdHOQ,high,5,5,1,Medium
2014-12,0,0,0,1,vpwq_oOJinNLTwHDRYyCpQ,high,5,5,1,Medium
2014-12,3,3,2,9,KGE-QFDS5bBss6LRGhLMWA,high,3,5,1,Medium
2015-02,0,0,0,2,9MqyhSBXpnDhlrIFhn1FBw,high,5,5,1,Medium
2015-03,0,0,0,1,IP1q1aMgmGLYv7F5tsebng,high,5,5,1,Medium
2015-05,0,0,0,1,g75FFACX60mw25X6cQCd3g,high,5,5,1,Medium
2015-09,0,1,0,5,h3B3iiiFqUPSgEH9NBptGw,high,4,5,1,Medium
2015-10,1,6,2,12,aa154QdlYLjwGLEoQ1-H7A,high,4,5,1,Medium
2015-10,0,1,1,3,hePVV8DAvPOcwk09UXfoNA,high,4,5,1,Medium
2015-11,0,0,0,2,7L22gkpKe-nrst_9zonfYA,high,2,5,1,Medium
2015-12,0,2,5,4,JgQ67iS5ciJBoQHeWaMLOA,high,4,5,1,Medium
2015-12,0,0,0,9,PnP9wBUokBg3C6wDhHAQpQ,high,4,1,1,Low
2004-12,1879,3748,1643,1758,#NAME?,high,3,1,3,Medium
2008-11,1029,1703,1314,376,HM5uvAEBkGbg-qDArD5prQ,high,4,5,5,High
2008-11,3,14,6,16,kRxZWOYNP9dr-PdcTKvS8g,high,4,1,1,Low
2008-11,7,40,5,37,s3QxmnuirvoTSh_0WMIt9g,high,3,1,1,Low
2008-11,255,496,275,312,RPGdCZ_UvFgcUFsN84qIjw,high,3,5,1,Medium
2009-08,0,0,0,5,rxvBFE1zU2JO_kTQB473WA,high,3,5,1,Medium
2009-08,0,0,1,1,_ZY1ezypKjqEvblEzGRtMQ,high,5,5,1,Medium
2009-08,2,6,1,13,9Ns7Q00dqeAfNrmz7WeAYQ,high,4,1,1,Low
2009-08,4,18,5,9,eUw_kTnghgop-mCnC8JMjA,high,4,1,1,Low
2009-08,0,23,1,17,8cGkCSO7_acTfXNdhWd3cw,high,3,5,1,Medium
2009-08,2,1,0,8,XqssICtO2DEOv_7nTcmGhg,high,4,1,1,Low
2009-08,1,47,5,19,aZJoZa1-kEYezg7IgFNr1w,high,3,1,1,Low
2009-08,1,19,1,7,cFmXTRJ0pocj_ZoLbcI8dw,high,3,1,1,Low
2009-09,19,36,12,20,WkdYGj2MNFJNey-XaDlxxA,high,2,1,1,Low
2010-02,33,136,40,111,90RRadkBOSb9U4hP8fsHGQ,high,3,5,1,Medium
2010-07,3,4,1,6,UotpnjMUeX49smXAM4xF0A,high,3,5,1,Medium
2010-07,4,34,8,43,bgFy1-XjOGExDgsJDJpbqQ,high,3,1,1,Low
2010-07,276,684,361,530,BdmONpWokIlU87ANsPs8Tg,high,3,5,1,Medium
2010-09,0,0,0,1,Gwk0iyJ1QeJgzdz0ZaqVcQ,high,5,5,1,Medium
2010-10,3,3,2,5,btt2d03F55VLMvjiXyxPwg,high,2,5,1,Medium
2010-10,0,0,0,5,yWM7Q8plXLh59e1wIFTQVg,high,2,1,1,Low
2010-10,5,27,12,16,_fByj-6utG7_KLHo4jNJAQ,high,4,1,1,Low
2010-11,3,19,5,18,5UcXCR_gD4ivv-R6suW65A,high,3,1,1,Low
2010-12,0,3,0,2,emePGQ4q283jEa8tu5ElTQ,high,5,1,1,Low
2011-01,3,5,5,4,b1UIkCP3aZjMy2q10Mhi5g,high,4,5,3,High
2011-01,4,1,2,4,MQ350vRZhot-bmgs9THDGw,high,4,1,1,Low
2011-01,1,11,8,5,vJGFbdPDQ8wkGZeULvIrwg,high,3,1,1,Low
2011-01,11,27,5,17,CsKtpTtJyFtmiPnt2N_qGw,high,4,5,1,Medium
2011-03,7,23,9,28,Ockd-MjXig8hg5nnRJx9ZA,high,3,5,1,Medium
2011-03,1,1,0,9,p7CpDt3Xr8UXcpIxIojFLg,high,3,5,1,Medium
2011-03,3,4,3,9,jyYRfe3kzfIPjRJqVQuicg,high,3,5,1,Medium
2011-03,0,1,0,1,ImzpI_g2RVEVYJmD1-AY-A,high,1,1,1,Low
2011-05,1,7,5,6,xmo_BfoSa7t24jmQkXTNMQ,high,3,1,1,Low
2011-05,24,76,27,54,6-fN7eVvyYmtSGOqdyIf2g,high,4,5,1,Medium
2011-05,1,5,3,16,n0Xdp9ANA4gdEkZI60jP-A,high,3,5,1,Medium
2011-05,7,12,6,12,4FXbZbNtZbCQ4Jr4twKSpQ,high,3,5,1,Medium
2011-06,0,1,0,2,pq8OXMLOlf_24F21ZbHtqg,high,3,1,1,Low
2011-07,0,18,2,6,0jU7XaThNrj87w07pnRilg,high,2,1,1,Low
2011-07,6,36,3,14,lE-kuKj1KaSSamkFyAEJxw,high,3,5,1,Medium
2011-08,1,0,1,2,#NAME?,high,5,5,1,Medium
2011-09,0,2,2,15,1liS2O3Vhu1JF1vK8-EhQw,high,3,1,1,Low
2011-09,4,32,2,13,NGxwSt-4tuf1pxLthob5WQ,high,3,5,1,Medium
2011-10,1,2,2,2,wvSNHkXsITWAVN-jWEySZA,high,5,5,1,Medium
2012-01,2,13,2,20,SHMGteTpLe4-rsSNQBHq7Q,high,3,1,1,Low
2012-01,2,21,1,11,lLtwQXQQVbqpfTiARJimrw,high,2,1,1,Low
2012-04,0,4,3,3,2s5UbR7hgM0MZvmfZi53Dw,high,4,5,1,Medium
2012-07,0,1,0,6,90TZbAPoTNqoY1aluX4vIA,high,4,5,1,Medium
2012-08,0,2,0,2,BqkROsiQ64v901hAl1rbPg,high,2,1,1,Low
2012-11,7,35,18,23,91bFh776rps31Kr79NJSlg,high,3,5,1,Medium
2012-11,0,0,0,1,_rGwKuaeh6Z8SHmDZWnI1w,high,1,5,1,Medium
2013-01,0,0,0,1,_YqsF_0xcQpsDSSQUQLLNQ,high,5,1,1,Low
2013-01,37,126,61,113,DUtQ-_KjpCtQ4ij0EK6k5Q,high,3,5,1,Medium
2013-01,17,18,15,25,z1rDSBU4QrvaqlvPBqxwXw,high,4,5,1,Medium
2013-01,0,1,0,1,0SyxJcpEWldik6G2Il2bWw,high,5,5,1,Medium
2013-02,0,1,0,2,hbYuBSZyy6AH4dBVUQD65w,high,3,5,1,Medium
2013-03,2,2,3,3,YM6PWWd7T50AerdXgjmStA,high,4,5,1,Medium
2013-03,1,3,0,9,7CfR7_jTUHHisCK0hSTC0Q,high,3,5,1,Medium
2013-04,0,0,0,6,HLI593HTIfhP32EUtCa9Pw,high,4,1,1,Low
2013-05,4,22,1,6,w5TdWgn0UNbtMAWveM4Isw,high,2,1,1,Low
2013-07,0,8,1,4,i1uMSdZb6RB3v6jjKNAKIw,high,4,5,1,Medium
2013-07,0,5,0,8,wKHfnH4KESvyrZ7DcrRcqg,high,3,5,1,Medium
2013-08,1,0,0,1,WHoJpIVYqozvHKuCfjNBew,high,4,5,1,Medium
2013-10,0,0,0,1,bHC0l5Zjls2EZDOpYnALdQ,high,1,5,1,Medium
2013-10,0,3,1,4,hq9mFgGKBcz3qeuR1h_ouw,high,4,1,1,Low
2013-11,0,6,0,3,I-cCwHl8llhsmGiqfctcKw,high,2,5,1,Medium
2013-11,0,1,0,1,mw1ES3plEdKaoDQ4cwUg7Q,high,4,5,1,Medium
2014-01,0,0,0,2,sbsxTScUp2FJRnBqUkVMnw,high,5,5,1,Medium
2014-01,5,6,3,6,ydf3OrAmp82qZkvP76670w,high,3,5,1,Medium
2014-01,0,0,0,5,PGmZI-819VrALwODZIeX9g,high,3,5,1,Medium
2014-01,11,20,15,27,7KQdWzSOwCirRNWr8pmVbQ,high,4,5,1,Medium
2014-02,0,0,0,1,#NAME?,high,2,5,1,Medium
2014-03,0,0,0,1,9Dyd48BUj1CZt1LUN7BRxQ,high,5,1,1,Low
2014-04,74,247,112,131,#NAME?,high,3,5,1,Medium
2014-05,0,0,0,1,UrBkq0FEXUzmkY2e6PCktw,high,5,1,1,Low
2014-05,4,5,1,2,ajVBB830CL_ncauu-u-QWg,high,3,5,3,High
2014-05,3,14,5,28,9l5ZS_Cp5W3PpCdZzfBP8A,high,3,5,1,Medium
2014-07,1,2,2,4,EWcUVkm29p5mq9BsLFtidA,high,4,1,1,Low
2014-07,17,58,5,47,p3zQUnUYtIbGLZB1pv5Afg,high,3,1,1,Low
2014-07,1,2,1,1,WFaYcQIOHOE9SW1POaRNMQ,high,5,5,3,High
2014-08,0,2,0,2,o0fM4WD85wRAqLCJm1TPRA,high,1,5,1,Medium
2014-08,0,1,0,3,9ipzo9aJf8Gs9a4MKerU9w,high,3,5,1,Medium
2014-09,22,28,26,45,C0ZKRO-U2XB7NP3e4TAfGw,high,3,5,1,Medium
2014-09,0,0,0,1,ks6QT1LRd8ss882LY57Bbw,high,4,5,1,Medium
2014-09,0,1,0,3,fUTViyfaLY-0uukrdggsNw,high,2,5,1,Medium
2014-12,0,0,0,1,zRRas7ZgSJqwYbe6t6hRbw,high,5,5,1,Medium
2014-12,0,0,0,1,u8eIIj__XiQYuZkOZVF9vw,high,5,5,1,Medium
2015-03,0,0,0,3,YO5MkSRDJ8OgrxnpKrPKKg,high,4,5,1,Medium
2015-03,0,0,0,3,YZuhzW4Zq79eL_o5MvcXSg,high,4,1,1,Low
2015-04,0,2,0,1,AvhO3E4jJ5va5WVrP68dGw,high,1,5,1,Medium
2015-05,0,8,3,47,TTHeY3LjYeW15nTCivIRLw,high,4,5,1,Medium
2015-06,0,1,1,6,QUo1X5lEdxfezGVqqXBSEQ,high,4,1,1,Low
2015-08,1,2,1,1,kzE01GTYDJcgKccDV0Y_Iw,high,1,5,3,High
2015-08,0,0,0,2,-c91f0_-5ppBKRtz214bJw,high,4,5,1,Medium
2015-12,0,3,0,6,FFp6cv0SswvRpXiye0ihrg,high,2,5,1,Medium
2004-12,20,66,32,141,O6JwI9Ide_fIn_t_6k5IQg,high,3,1,1,Low
2008-11,4,21,3,6,Dz18kklY3zzhFEDONIDJyw,high,2,1,1,Low
2008-11,41,130,47,51,7wUjYShKex2RcIoctOwTaA,high,3,5,1,Medium
2008-11,5,9,5,12,qtYVzEZpJCIO65GwPRkRlQ,high,4,1,1,Low
2009-01,61,234,64,211,Hzk_0LBeBEYROulv4JU6CQ,high,3,1,1,Low
2009-08,1,8,2,5,nFsUd66WAW0jxd7F2Cb9Ig,high,3,5,1,Medium
2009-08,0,0,2,5,zOeGSne4iPw4-irOr37lNw,high,3,1,1,Low
2009-08,14,120,32,73,z9E87IxgXKv_ZSxnumrY0g,high,4,5,1,Medium
2009-08,13,43,6,74,oTIEvfBrKPwMHMdsecUosw,high,3,1,1,Low
2009-08,92,280,52,264,I_Sb7cnGcoAhtU1c4WHSuQ,high,2,1,1,Low
2009-08,15,35,7,14,4ZNo2rpeonIpdLf57Xx-AA,high,3,1,1,Low
2009-08,111,199,45,95,FTl0vUiSUEzqb0lKhvOA6g,high,4,5,1,Medium
2010-02,1,4,2,11,ehguliriGqUV2rwWrttZVg,high,5,5,1,Medium
2010-02,0,0,0,1,JPAF4YSek6iDPuUEAgAJDw,high,5,1,1,Low
2010-04,26,80,8,46,LBl_A8nVpJhIqBi6NLBuHg,high,3,1,1,Low
2010-07,75,234,56,95,MkA_tKEWOiYgQJ_ytEDsHA,high,4,1,1,Low
2010-07,1,17,10,12,8uMyfV5D9yIWf8G3Jbb6nw,high,4,1,1,Low
2010-07,26477,36434,32677,1638,enXVISXPVpRv3InUhexQNg,high,3,1,5,Medium
2010-07,16,115,23,91,1iwlggIwqjo0c6gwYnmqQQ,high,3,1,1,Low
2010-09,8,24,9,7,WKzBtp4-XKCvzS4jbjPy8w,high,3,5,3,High
2010-10,0,2,1,3,OR_o_cnpP78Yd_9JCgPCOA,high,4,1,1,Low
2010-10,169,181,96,59,h_miF9JaEu0J5LPHO2o-ww,high,3,5,3,High
2010-11,3,21,4,33,qPe796bS9rCyuNlXCqD6ug,high,4,5,1,Medium
2011-01,2,10,3,13,v0xg565j_SJv1KrbnqBCpw,high,3,5,1,Medium
2011-01,0,1,0,3,f62vICvbeIEHXG2ZbEHHlw,high,3,1,1,Low
2011-03,0,4,2,3,xyM-QUPeZCikXjHGHqJdig,high,1,5,1,Medium
2011-05,0,2,1,7,v7uGWUFdCK2tqMUOEOK2FA,high,4,5,1,Medium
2011-07,3,11,9,23,XRbdgaSuAcJIElHTu48ACQ,high,4,5,1,Medium
2011-07,0,6,1,9,zCyz0KJxSR0UndbCHuRMLw,high,3,5,1,Medium
2011-07,0,3,1,6,bYKz-8QkPp7vlbpEkGTBIg,high,3,5,1,Medium
2011-07,14,51,14,85,tC8Pis8D6fhp9sgHsrk29Q,high,3,5,1,Medium
2011-08,0,0,0,2,UmPQphwEFvnsC6ZpHMJIFQ,high,5,1,1,Low
2011-09,0,3,0,1,keqLfDj6y8ItRdwOTCFcnA,high,1,5,1,Medium
2011-09,1,5,3,16,lIaRHBJZDgkc2GL8eOFltg,high,4,5,1,Medium
2011-11,1,4,0,5,CiEi0vRKShXfHyrZRV0KTw,high,5,5,1,Medium
2011-12,0,0,1,10,CVD6YkMFwOtcOvlT11klgw,high,4,5,1,Medium
2012-01,0,3,1,6,kBaMP0ynp-fi_6OIxAerBA,high,4,5,1,Medium
2012-01,0,0,0,3,cQgLYyeHof7UMgWbCnUnMg,high,5,5,1,Medium
2012-02,1,2,0,5,CW2B619G3KiarrgZ8mAlhQ,high,4,5,1,Medium
2012-02,0,0,0,5,RdhI2TAKLORcNtFsep0sxw,high,3,5,1,Medium
2012-02,2,6,0,9,Y1BRqB-x4KbpUyLr5Q2NFw,high,4,5,1,Medium
2012-02,0,0,0,3,n62KIZ6nszfkQFtOQCzuyg,high,5,5,1,Medium
2012-04,2,5,3,17,qqF5beSSjoCInWmQMAMsCA,high,4,5,1,Medium
2012-06,0,1,0,1,5TMU23GrzQTgkcwNDhHkHQ,high,5,1,1,Low
2012-06,0,4,0,3,iifLxbBwqGHaMxbrQJYwSw,high,3,5,1,Medium
2012-08,0,0,0,5,X-BO49n0xuG7iAvj824qHg,high,5,1,1,Low
2013-01,0,7,3,1,Lm-40QnLcizuMhxr-R3B7g,high,5,1,3,Medium
2013-01,0,5,0,4,MyELEszNhH87Oa1bGVl0nA,high,5,5,1,Medium
2013-01,0,0,0,2,_j3DsXe6Q_mtQGT6i9Pvow,high,5,5,1,Medium
2013-02,0,4,0,4,uCZdAQMIHSIEr2rjz6cFeQ,high,4,1,1,Low
2013-05,0,10,3,6,TZfNWN79JBFQP9_NJORF_w,high,5,1,1,Low
2013-06,2,18,3,6,LM-jj1dpCNkGe7VyzQByyA,high,2,5,1,Medium
2013-07,0,3,0,4,AkY32lJHv1GK4LZESUGa4Q,high,1,5,1,Medium
2013-07,2,5,3,14,tfoHPdUFs2yTmyqyL3Q7jw,high,4,5,1,Medium
2013-07,1,2,7,8,EV-hc6iUur3fw2wJylBwng,high,4,5,1,Medium
2013-09,0,5,1,5,kafFo3-UEaxcrI7crNbUUg,high,4,5,1,Medium
2013-10,0,0,0,1,b97Sk00zJaVzgB2z7YWkhA,high,4,5,1,Medium
2013-11,0,4,1,4,WHLz_-HQ_mDm4rhwIl9E6A,high,4,5,1,Medium
2014-01,0,1,0,2,5mlRta-ecRZ4u5p3kM_4gA,high,3,5,1,Medium
2014-01,0,0,0,2,LPiuUXVuF-LYin5KDKEloA,high,5,5,1,Medium
2014-01,18,31,3,36,5Vv7wl3lsJyfprgaYW52sA,high,3,1,1,Low
2014-04,5,21,3,5,iN88_gsftBue9nOyAFHalA,high,2,5,1,Medium
2014-04,1,3,2,4,n4bWi85MP-_-0rZH-Ovh-Q,high,5,5,1,Medium
2014-04,0,0,0,1,#NAME?,high,5,1,1,Low
2014-05,2,4,2,2,lHVU1DV3d3u_qOdOgavD-w,high,3,5,3,High
2014-05,0,0,0,1,hKE5kcV_QvDWGtYdpkKk4Q,high,3,5,1,Medium
2014-05,2,5,3,10,AakhK2bZ6obRR7kwqu2_Vg,high,4,5,1,Medium
2014-07,0,0,0,3,kMFVZWFyCQuYzcfVPXShYA,high,4,5,1,Medium
2014-08,0,0,1,1,MFe0VVMKYvn01Y3JP2_npg,high,1,5,1,Medium
2014-08,2,2,1,2,eX1OE72hc9Mmy1Hnxutw8Q,high,5,5,1,Medium
2014-09,2,22,4,25,MUrs6u04tJjieXcKG4kRaA,high,3,5,1,Medium
2014-09,0,0,0,1,blNtsxPjpoR44V5AMRI7UA,high,5,1,1,Low
2014-09,288,676,421,209,BHwRX_SAdczBSNw2CJYiwg,high,4,5,3,High
2014-10,0,0,0,2,HztUgtvFDK7gLfrB4TzCTA,high,5,5,1,Medium
2014-10,1,1,0,7,cMUR67uKKCHMEsryRtOCHA,high,3,5,1,Medium
2014-10,1,4,2,9,dIur4JmjhpJD_q4elQodqw,high,3,5,1,Medium
2014-11,0,0,1,1,hcobfREFZkrSvQCQiyY_IA,high,5,5,1,Medium
2014-12,0,0,0,1,VzPvD4gGmIr1KGA9YGWGSw,high,5,1,1,Low
2015-01,2,9,1,2,PvqYRNjn4TvvLVOpebszBQ,high,1,5,1,Medium
2015-01,0,2,2,10,aOVwOijm-_3Pwq9mXY1IaQ,high,4,5,1,Medium
2015-03,0,0,0,1,JKwpxvvAD5CntFY7_ao_Cw,high,5,5,1,Medium
2015-03,0,1,0,3,GAsjdAWl2MqxcC-5I9h31Q,high,3,5,1,Medium
2015-03,0,0,0,5,CGjTTnmzikV_PhHZyEsxOw,high,3,1,1,Low
2015-04,0,5,0,2,oCVpvPDatOICEnJL_h7EXw,high,3,5,1,Medium
2015-04,1,1,0,2,vB_rNe_4MIs2UK9Zr8abTQ,high,5,5,1,Medium
2015-05,1,22,4,32,QuPAYleXwWz86EGj8HzcSA,high,4,5,1,Medium
2015-09,0,0,0,1,#NAME?,high,5,5,1,Medium
2015-09,0,0,0,1,p9S3z3obxaZZ9-eblHhFnA,high,4,5,1,Medium
2015-09,0,2,0,2,PJ7S8gc6Z7uKhkKKSyyuxw,high,2,5,1,Medium
2015-10,0,0,0,2,RVfBszpPNnrsgTv7nYeqXQ,high,1,5,1,Medium
2015-11,0,0,0,1,b4QbY1-0oi0cza9e0L19Xg,high,4,5,1,Medium
2015-12,0,0,0,3,hJdK9Ar5ZE7UY7UVwNuEpg,high,5,1,1,Low
2004-12,7,30,11,17,2eD24ev6qQtaljpSMiu4Uw,high,4,5,1,Medium
2007-03,177,306,167,364,iX49Fui_aAWSJKBlSkQ-eA,high,3,5,1,Medium
2008-02,53,150,84,258,LD9a3ZN7pNcUnTETd6f1GQ,high,3,1,1,Low
2008-11,16,137,80,32,1_Yg0xc06nSFtoeDiJnbeQ,high,4,1,3,Medium
2008-11,13,23,5,20,BgfHcT152li1LQn6RpmwGQ,high,2,1,1,Low
2008-11,5871,7258,6932,413,0mVScF9nfPVIkS2OlbvpNw,high,3,1,5,Medium
2008-11,65,167,40,66,LT_lnxUen1sbI3pEJTZuUQ,high,3,1,1,Low
2008-11,1,16,1,12,T1gZ__7IdEdSf0M9_MFSEg,high,4,1,1,Low
2009-03,25,63,16,45,R0ekUK-osGP9AoUtyrAEUw,high,3,1,1,Low
2009-08,30,134,38,124,1kAaMEVLruD31zcCMoGBVw,high,4,5,1,Medium
2009-08,0,9,2,11,5Vg0N-w16ySdIll_J27oAQ,high,3,5,1,Medium
2010-02,0,7,2,12,CZfNJfKS5_25v-Zk9bcsQA,high,4,5,1,Medium
2010-07,0,2,1,5,DPVfcERMYkzf10rd_ySr9Q,high,4,5,1,Medium
2010-10,0,1,0,1,FC2jVU5ssneqw30POsbxNg,high,5,5,1,Medium
2010-12,1,1,1,1,XRAS0Ku9ZKkoX_5aQ1oQJQ,high,1,5,3,High
2010-12,0,0,0,1,5rI1IVSIyuhEk2_KkGC9kQ,high,5,5,1,Medium
2011-03,0,13,1,22,r0RSSO98Z9Gxpi8tqHpEwA,high,4,5,1,Medium
2011-03,1,20,8,24,YLNVvq1N07dL3H7eCSZ7ng,high,4,5,1,Medium
2011-03,0,0,0,2,7rubfgBVxvhxzh0J_u8Fcg,high,5,1,1,Low
2011-03,19,50,7,47,OOcligFHGy6c_D4TVMFVoQ,high,3,5,1,Medium
2011-05,0,2,0,7,h-lgsjkjOcovm1Z3gGGuSw,high,5,5,1,Medium
2011-05,1,9,1,30,VW4vV4MydSfabCPqhXISIg,high,4,1,1,Low
2011-05,21,28,24,3,jAV4YlDCS-DtYAGaoogv0A,high,5,5,5,High
2011-06,0,0,0,1,VJXn4VDpcMQmTDqz8JMb3w,high,5,5,1,Medium
2011-09,0,0,0,7,#NAME?,high,4,5,1,Medium
2011-11,0,10,2,10,3LZKYC0_P4gRfCp2e1AWRQ,high,4,5,1,Medium
2011-11,0,1,0,2,Nl8lQuj8zY3btmUaBPpGbQ,high,3,1,1,Low
2011-11,4,13,6,9,iu_D2gtgJC8DBktEkiaVOA,high,3,5,1,Medium
2011-11,0,1,1,1,HlHcf7gRav9Iv5TfSDFTJg,high,4,1,1,Low
2012-01,62,179,53,169,O-DfmZ1FfozFb_I_HGoZSA,high,3,1,1,Low
2012-01,2,2,0,1,GnJDy5DitZG1m-LnoYAvGw,high,1,5,3,High
2012-01,4,9,1,10,oQ8rULJpRBKjNEvKy8XCfA,high,3,1,1,Low
2012-01,144,457,202,404,qmgnMhPU59MreXC0UEDyAg,high,3,5,1,Medium
2012-02,0,2,0,2,AbRrgo1uhbwOKJIDDsM2jg,high,3,1,1,Low
2012-02,588,784,633,100,r51S_NuCHPx5cWN6_zD7lA,high,3,5,5,High
2012-03,1,0,0,1,ql8_X37uooDQsV9bUqxfoQ,high,1,5,1,Medium
2012-04,0,0,0,3,u0VXhLUJUDWiV-zIs3xDUA,high,5,5,1,Medium
2012-04,3,9,1,14,iTVbUwo_niP-I1ROi_ASXg,high,3,5,1,Medium
2012-04,0,2,0,8,xezLk2KKYhCIUNCgFND1ow,high,3,5,1,Medium
2012-04,3,6,2,13,ZWp-06vPiJ2vX49i1rpG2A,high,4,1,1,Low
2012-04,0,4,0,1,H3N8ccbK9Il_EH2ZhJaU7Q,high,5,5,1,Medium
2012-04,2,0,0,7,2kAcvKgUGvUne_uWJi3HKw,high,4,5,1,Medium
2012-07,0,5,0,6,d3EWUeeyCGpM36DMyRKByA,high,4,5,1,Medium
2012-07,1,3,0,7,8D9PaITn2fmHW34lygt-wg,high,3,5,1,Medium
2012-07,0,1,1,2,2k_Y86IkIPmA9CSY7oSDPw,high,4,1,1,Low
2012-07,0,5,0,4,pX0HwpWi72vsIJwnfDK9MQ,high,3,1,1,Low
2012-08,2,15,0,9,sOCP_zBZasgmQdng3tMsAA,high,2,5,1,Medium
