id,name,category,stars,review_count,checkins
plUplIUImgNy9JfZPt2i-w,Hatch Family Dentistry,Health&Fitness,3 stars,88,90
tVS-UesWidRGd_CW1b6G_g,Starbucks,Food,4 stars,298,698
m4Vdae9cdx7bgr6bIjjbkw,Trader Joes,Food,4 stars,656,695
ApEvXLmsPMWsUVEfPkrmfg,P.croissants,Food,4 stars,95,286
Kp7FuOK-vb1ufpCsTU14eQ,Lychee Inn,Food,4 stars,196,498
pSiR8m18iick2D7TFdmb-Q,Wongs Place,Food,4 stars,599,615
baV9mE-cD9u-buA9N_k-Xg,China Town Buffet,Services,2 stars,220,374
jmzWFl2JLxHP951NH-IZLw,Pizza Hut,Food,4 stars,221,343
TOy2PLtojYMCaVzHsEzyhw,Popeyes,Food,4 stars,49,56
ZRaXUcfEt7lY3Fv-5WcVRw,OReily Auto Parts,Services,3 stars,34,583
1UXockAOf9jZnHuMjYiA-g,Valley Ace Hardware,Shopping&Ent,2 stars,81,356
W5TSjY_ZIflODa3i-QzVBQ,Baseline Animal Clinic,Services,2 stars,186,272
lJcXm5UJ2yAGcX6hUN2kfg,Carls Jr,Food,4 stars,276,366
QxpX4slDIOGFEHlPV4mrSw,San Diego Bay Restaurant,Food,4 stars,71,141
KkD38HiZMjGV89Hv4FAGuQ,B & B Pools,Misc,1 stars,242,549
RXEsxL_fituMtbNACe5a3w,RadioShack,Shopping&Ent,2 stars,222,229
9X9OhXvHgDATrhcT4HLq8w,South Point Animal Clinic,Services,2 stars,185,342
166feddAL9YETnzTSUJ8aA,Del Yaqui,Food,4 stars,154,674
YL_EiYALmGUd1lm5HZgL3w,Someburros,Food,4 stars,255,615
3g3JLiaeOSL7C-KVPiyZNA,Backfit Health + Spine,Health&Fitness,3 stars,464,765
fON48rwmABedlUu0DWVEiA,Filibertos Mexican Restaurant,Food,4 stars,46,90
pA0Z8FbnfsoRmHe1ULqHeQ,McDonalds,Food,4 stars,364,434
2o8wGRVSn1UCrwSMqwgu-g,Rubios,Food,4 stars,41,55
p7UNSkNMDdVt50TCUuDs1A,Arizona Custom Glass Tinting,Services,3 stars,329,351
yuLBsnvW2iMHPb8uit6TEQ,Tracys Auto Body,Services,2 stars,57,264
sNuyncpQdcvfEpfZS-3Yew,Totts Asian Diner,Food,4 stars,47,54
M8LxUHI8dgBpADOjzIrlBw,Bobbies Flowers,Shopping&Ent,5 stars,647,672
935B9D8Cs3eJFRMxMxVe0w,Arizona Federal Credit Union,Services,2 stars,118,354
kCuThQa4pyo6S7hXyfSqkg,Dennys,Food,4 stars,74,640
UcEaSZ2nd721f0C67zN23w,Chinatown Restaurant,Food,4 stars,372,646
DaQJ7ykf8MkEWrIYA_9J7Q,Pro Ten Nails,Services,2 stars,133,392
98TXQV7QHCpaHXfeziMDfw,Frys Electronics,Shopping&Ent,3 stars,285,528
onLmrFfGrkq7ZGGdwamAHw,Subway,Food,4 stars,291,451
ZLMTpar6-f_TgekXpaza6g,Rosatis Pizza,Food,4 stars,245,423
omHC9VhPZIQiAXWnZEe8eA,Walgreens,Shopping&Ent,1 stars,54,202
TWVaL3ESiJGJgl90UNktSA,Albertsons,Food,4 stars,184,466
8tGQZpKXJzQEu0we77w7eg,McDonalds,Food,4 stars,322,568
AoQ53rJ0ZWvVgJYRXGduKQ,Dominos Pizza,Food,4 stars,98,645
_yUnSG3p6yn2L2KiEjr-XQ,Arizona Central Credit Union,Services,4 stars,361,563
jF3BJ0ug2eZqIytkXwyNHg,Donut Central,Food,4 stars,700,789
ZgvRm5mAyHJs-yWH6pYHww,Il Primo Pizza & Wings,Food,4 stars,406,693
kKpqsgTcYmMVAcTSHs8fTw,Arizona Federal Credit Union,Services,4 stars,172,787
hbwD1g0FPD8MtheabQpvJA,Arizona Hitchman Auto Tint & Accessories,Services,2 stars,126,343
uO8cc--21RSmX8tNbCar8A,Value Village Thrift Stores,Misc,1 stars,245,402
ewiNB9ClablcdMj7kP0SXw,Sanderson Ford,Services,5 stars,701,774
#NAME?,Bath & Body Works,Shopping&Ent,3 stars,138,490
kwq3bK7BzPKLwXKqVRztHg,JCPenney,Shopping&Ent,4 stars,148,799
ykJz45eSlme4nmBck_9HBg,Virginias House,Services,5 stars,486,776
v3_HPMBNL1yHQgZbcwn5Vw,El Grand Taquito,Food,4 stars,246,538
q45t5Fc3ITpJH8r8Y1LfKA,Apple Tree,Shopping&Ent,3 stars,254,432
dVdZTdXcz2W-Hp3NFXQuJA,Panda Express,Food,4 stars,152,360
eU2JxDxIVprToUBtDA_J9Q,QuikTrip,Food,4 stars,501,642
HLQGo3EaYVvAv22bONGkIw,The Astrology Store,Misc,1 stars,73,75
FjLEncHDv6tc2qrqGOmTZQ,The Disney Store,Shopping&Ent,2 stars,81,516
LAsP8A4iXshBdt1cYpaqWQ,Sunglass Hut International,Shopping&Ent,3 stars,48,760
jTZHkFkfZTPczaxLskOlAA,Cinnabon,Food,4 stars,281,329
6O56gbKH4vNLjZDcC30mZw,Dees Dancewear,Shopping&Ent,3 stars,164,734
j5qC_y7mRRWNUqFdR8Z1_A,Waterworks Water & Ice,Food,4 stars,24,70
OzGAWm2SvthsWHx-P8ymRg,Walgreens,Shopping&Ent,2 stars,165,404
nJNvvbLZ4aenArn1C5-3qA,La Purisima Bakery,Food,4 stars,355,535
DcdKY5xrDce4QEHZ7cE5Jw,Carniceria Zamora,Food,4 stars,319,378
YXj9UFDZjWoG96x_KDAyFw,Corner Archery,Shopping&Ent,2 stars,234,268
iOdaFYr_V6SKEKzB2fE92Q,Sonic Drive-In,Food,4 stars,456,600
Dl75rUIh6VWgg4bRxOLqoA,Polibertos Taco Shop,Food,4 stars,394,515
RDuYiyWttgSY0_TE8gy3dw,McDonalds,Food,4 stars,141,361
lhpk_CUuo_ZBqTP7oQ2vBA,The Cottage Garden,Shopping&Ent,4 stars,533,650
1cTI09YZ3uRPXt3YkznuPg,A Touch of European Cafe,Shopping&Ent,2 stars,270,307
t6vsGbV5dM35hYgxE9CwLA,Dannys Family Car Wash,Services,2 stars,127,363
Ftoqf9GxlZj_kiZM-XX3Vg,ABRA Auto Body & Glass,Services,2 stars,145,252
9rELgXY-D-MbH3HuKotcmQ,Great Steak,Food,4 stars,399,415
mLH4DEWVcYVFHwsVNyb-uw,Papas Gyros,Food,4 stars,373,556
3fyVq8LK_f1PH_7uZ49djA,Bank of America,Services,2 stars,174,238
2zJbG645xRdTfAprhaVQTQ,Mama Lupitas,Food,4 stars,571,742
UksBiIoqV0sr4kcqBOE4nQ,Lennys Burger Shop,Food,4 stars,351,718
DfJRq4pqowfdTB4iTAENjQ,Vitos Pizza,Food,4 stars,113,129
xqg3eJBQjPTeNJAk33Bm9A,Hilbertos Mexican Food,Food,4 stars,150,210
5lYd_fpm7ug7_Xzu7RloPQ,El Pollo Loco,Food,4 stars,67,72
i_jKU4A-nYNKxuPkoukWzg,My Kim Nails,Services,2 stars,146,205
AuGGWt7dV11fRBl_LPQGwg,Cerreta Fine Chocolates,Food,4 stars,32,75
lmlhy33A_rkwTeE2rl9ltA,Cristals Bakery & Mexican Food,Food,4 stars,44,379
CtyV5TghWQZZ7F3QlpPp3w,Pizza Hut,Food,4 stars,117,150
j7VSCsghJpMIOzTORGo7SQ,La Fama Mexican Bakery,Food,4 stars,62,62
XOxymScksb0RZ2P3V2B5lg,Circle K,Food,4 stars,106,246
6vWd4njn3-nsM9YGzPddvg,Collettes Uniform Company,Misc,1 stars,49,90
rYqc_-fhIGeY3360mhpBVw,A Mad Hatters Antiques & Collectibles,Shopping&Ent,4 stars,353,732
fvQJ9iwsdCZyWkKmrmP53Q,Hoopers Pub,Shopping&Ent,1 stars,71,164
K160bk_-xYfXu8PjiWaFqw,Glendale Flowers,Shopping&Ent,3 stars,295,366
nbAi_aSVRvKC_qGhfewZVw,The Bead Museum,Shopping&Ent,2 stars,148,276
9_2qTGdmBx2lAJlAIKHOiw,Submarinos,Food,4 stars,180,255
WyTiZGv0edFH-J6cDwTp9g,Go-Kat-Go,Shopping&Ent,2 stars,79,292
73-B0bz32vYFy3CLa-kyKw,Network Alignment & Brakes,Services,5 stars,733,744
m4NzyiOp9Kqoy-5IchrLhg,Staples,Services,2 stars,90,309
egg24z4u39SU4bne74k0dw,Glendale Barber Shop,Services,3 stars,134,536
zwGhUe335Hvcv10_2YiaMA,Kimberly Anns Tea Room & Cafe,Food,4 stars,40,751
SvZXOhA_hIuQgR34VfVqnQ,Dazzos Dog House,Food,4 stars,38,445
3WTt7zs_JGdQnFnxKADQww,Long Wongs #9,Misc,1 stars,234,557
fZH_fiLJ-Sp12TrAOkmDDg,Arizona Automotive Institute,Misc,1 stars,546,549
znk2Myv_dDjUIRm7cYHdHQ,Pizza Old Roma,Food,4 stars,295,805
19yh2tk7HXOBG8GU0_OrKQ,Caramba Fresh Mexican Food,Food,4 stars,540,751
oPhx1YGHyLmtl6sfo3Vr8A,Pedros Mexican Restaurant,Food,4 stars,100,158
DF_akQsAOF5VkKx8tj6tuQ,Sine Ace Hardware,Shopping&Ent,4 stars,499,612
PLSEnkN4XybG_6qJi0R27w,Maxs Restaurant & Sports Bar,Shopping&Ent,3 stars,428,440
4RsM5U2poPyQZsaefj85lA,Hing Loon Chinese Ex,Food,4 stars,91,162
VEDXuvU1gZy3PqD9q32uwQ,King Wah Express,Food,4 stars,142,543
Yw86Jnab9ixke9xJ5pLhMQ,Petes Fish & Chips,Food,4 stars,165,290
O-s2pyewnZXyyxBAfka7-A,Corporate Cafe,Food,4 stars,32,344
mMpjU600FhokNR_QmFZhEQ,Glenfair Lanes,Shopping&Ent,5 stars,499,744
RjMUBuL5XVoyrS58xxImqQ,Peter Piper Pizza,Food,4 stars,158,192
WYd1nHMfXkuSUOXXiXFvpQ,Ming-Gee Chinese Food Restaurant,Food,4 stars,137,613
oB3LAXzg-GgnPbBRUsvxxw,Kiss the Cook Restaurant,Food,4 stars,32,323
4FrXb86b8C7wO0t4eOdAKQ,Grandview Car Wash & Auto Detail,Services,1 stars,32,64
4kSWilkz2MRpLRDBQH0j7g,Churchs Chicken,Food,4 stars,37,78
nr7v8mgYPHumgwInYlARJw,Glen Lakes Municipal Golf Course,Shopping&Ent,3 stars,180,540
QzC9ePNTrJ5QQwehsmMAWA,La Perla Cafe,Food,4 stars,354,389
5fJpJUUUCm63JiiXwvRaSQ,Taco Bell,Food,4 stars,154,249
zZ_uPjsiw4zyLKZa0_qizw,Napa Auto Parts,Services,2 stars,207,256
CFuzIBaREsa0nunnI_FFYg,Parsons Family Restaurant,Food,4 stars,41,53
Xne6b3ZmNfe4ewqDzt19Ow,Best Brothers Lawnmower Shop,Services,3 stars,32,591
hLRoMJv9KSoBLJILh2TwOg,Safeway,Food,4 stars,87,100
wTVgDIHonZITOqrFfVZ0gg,Tolmachoff Farms,Shopping&Ent,2 stars,224,244
C3X564vqQ1bYLE9rlg5Q0Q,Mi Pueblito Mexican Food,Food,4 stars,71,108
Gx3o4ZIEF9m8vD6XWDpRmA,McDonalds,Food,4 stars,142,272
sc1UacpE3cVNJueMdXiCyA,Canton Wong,Food,4 stars,221,802
9rGRp7TaH0itzqoHFIKUcw,Le Hair,Services,3 stars,190,484
ooBRDpqZypJaMcFdWqlpoA,Pfisters Pfaucet,Shopping&Ent,2 stars,121,437
A4hIVUS7AsOFXbHxqDuKnQ,Frys Marketplace,Food,4 stars,163,268
r2JRkOIb3gOOuGFIaEeubA,Interstate All Battery Center,Shopping&Ent,3 stars,215,541
lwTtlZfWH_sCyhZlPId8rA,Chevron,Services,4 stars,539,605
F0ZXhPJD8yNS3xzTxsichg,Gila River Arena,Shopping&Ent,4 stars,395,790
yWo5g2NjNoSxPbVvw6hUVA,Julie Nail and Spa,Services,4 stars,433,549
etmzE2Ave6EkqUpsAJvq-Q,The UPS Store,Services,4 stars,345,734
367BbOm_KU4ljgj41p9f3g,Del Taco,Food,4 stars,45,276
7ZkMXHdSTpzNBOc-LO9H5A,Walgreens,Shopping&Ent,1 stars,38,65
1g1rzWxU-2PQqI0-9ajFsA,Refined Nail & Spa,Services,2 stars,141,170
EisnS8lX8Ky9QmLMqYV57Q,Walmart Supercenter,Food,4 stars,35,50
6fs8iKRPOHrJ9xeAOIgyzQ,Kohls,Shopping&Ent,3 stars,136,760
JPFeJcU5t6dM03ddkJ7hRA,Petco,Services,3 stars,70,683
UvHZBttSo_9mkebNGJfS-A,McDonalds,Food,4 stars,127,645
8d_SGsngG_CfqzSKC6S2IQ,Burger King,Food,4 stars,431,471
GPmV6e8A1gpfrCCrbe3Pkg,Panda Express,Food,4 stars,242,708
VFfjWHqyrkyYBpUaqkyAsA,Great Clips,Services,4 stars,413,513
7rNxQjRe7vd755tG6JeU2w,Taco Bell,Food,4 stars,153,340
cOr0xbyE05N2GKYXjRE61w,Main Bx Barber Shop,Services,1 stars,68,92
SMQb2VoExY5NPqHXN7fQUA,Jack-In-the Box,Food,4 stars,270,339
cnNqFyK7Zr0sVbINB5zs1w,Coyote Tire & Automotive,Shopping&Ent,2 stars,65,410
X0XptX-2rD-RfpKKhJocQQ,Conair,Shopping&Ent,5 stars,634,711
6G4UcbJ-j9v9TOAJekkvAw,McDonalds,Food,4 stars,338,778
0RRF8JzxEUPd-xbjCn425A,Starbucks,Food,4 stars,189,366
oKGhW4Vb3CDiGfPQDNkpzw,Pizza Hut,Food,4 stars,33,112
N-nkzCuapzx5Kd7iHeU0qw,Sonic Drive-In,Food,4 stars,160,220
DX10E9hd997tyeQQhTllnQ,Universal Technical Institute,Misc,1 stars,146,482
RPgsrBEcc4NWlvnaW4Hwxg,Crystal Springs Apartments,Services,3 stars,56,692
4xTEUanoQgInQXRMBZtYuQ,Wendys,Food,4 stars,154,410
9DB48MHMahGgiMUa5Dgu1A,Fire Department,Services,3 stars,172,642
IBP22oiElBtqEblBvwq28g,Gamestop,Services,4 stars,491,526
XuSSzunh_LnO7VIMKNc-eQ,Nails of the World,Services,2 stars,222,275
Z1FwYwjtUsSfUqWCk5mCEA,St Thomas Aquinas Church,Misc,1 stars,34,269
B_fVPPUxw0TA9TfT5NB5AQ,Palermos Pizza,Food,4 stars,563,736
BWYQQPXmy90Vr1D_wahfmQ,Dollar Tree,Shopping&Ent,2 stars,77,284
HBzv6vjTkeM-s_UIFCg2gg,Ono Hawaiian BBQ,Food,4 stars,195,305
ZiP8KBnNR-6VW8KzSDS4ag,Kohls,Shopping&Ent,1 stars,44,227
YqyUJgDT6Cj2hUP37vO_Jw,Verizon,Shopping&Ent,2 stars,80,464
OJcW1sOpSXN1BDu6msc6sA,Officemax,Shopping&Ent,5 stars,674,809
#NAME?,Aventura Apartment Home,Services,2 stars,70,369
k9w5B6I8nL18E7UIDVXnRw,Rio Santa Fe Luxury Apartment Homes,Services,3 stars,72,575
_SPZAd_QdawovlEUxnvZOg,Chase Bank,Services,2 stars,56,359
C4biKrORMHgipuiv-SgT9w,Desert Escape Tanning Center,Shopping&Ent,4 stars,425,477
XsGbdoR1o9ZuWNDIP4nQJg,PetSmart,Services,2 stars,247,351
trfF3AKehmfm7vOxSjDTOg,Pizza Hut,Food,4 stars,265,441
qrHgr-K7dPho55HdzuA1iw,Subway,Food,4 stars,65,174
JgA_FDowbryQiKgs6ruBmA,Dairy Queen,Food,4 stars,151,373
CYiVF2WoRrfrda5f8K8urw,T Pro Nails & Spa,Shopping&Ent,3 stars,169,456
OFdO9i3NZ23HNS2ua4PVoQ,Dragon Garden Express,Food,4 stars,43,208
ZbCJ5MLNUsRHMOxBUP7Bmw,Jiffy Lube,Services,1 stars,53,128
TTaS3S_12GjK8gqbfdD70A,Estrella Animal Hospital,Services,4 stars,368,620
4FwGN_7Qu0q45E-0C4McPA,Taco Bell,Food,4 stars,172,286
3p78HMBZjl8ZiLo_MM3Rzg,Mcfall Tire and Auto Repair,Shopping&Ent,2 stars,171,195
oeGNIi1XEjpEXb8D5HdEFA,Walgreens,Shopping&Ent,1 stars,24,151
b9fEUyazo9wd4TZeDowAkA,McDonalds,Food,4 stars,124,336
BEYbYy15KSjUI51IxVErow,Burger King,Food,4 stars,591,605
GLzndPnr-2iDKv5uzdR5ng,QuikTrip,Food,1 stars,61,66
kf0RCsonbhIJJ2oBnU1DFQ,Aesthetic Dental Health,Health&Fitness,3 stars,464,624
jli7Qqj43zUnmt622tMHYg,Sams Club,Food,4 stars,324,684
WlrqE2BpktCeVeyPDdzEmw,Weiss Guys Self Service Car Wash,Services,2 stars,108,241
jjU7ed74pJ4053UYEsVLhA,Starbucks,Food,4 stars,521,663
ARKzU5IdVkBryBQMmBwlUg,Mariscos Las Playitas,Food,4 stars,511,667
tjbOg0zdpMaJcpTAhrFx3g,Panda Express,Misc,1 stars,317,424
wwXmTSBZevyE8tQhx5NfbA,Bed Bath & Beyond,Food,3 stars,352,356
HUR7B6X_f_V_50w4pfoyyQ,Cafe Zamora,Food,2 stars,57,265
VFi-N5ySGpId7-ie85rSHQ,IHOP,Food,2 stars,249,279
j_wp7Qv7YMaqBsRZCpzrNQ,The Home Depot,Shopping&Ent,3 stars,48,723
sZKmOw2y3P7i0saJpZCsAA,Churchs Chicken,Food,1 stars,92,183
XHoEet0zYCUr4UJwtSj8hw,Budget Truck Rental,Food,3 stars,333,503
y9z_y8VD7xr7lf8qR-uFCg,Tonys Cafe,Food,2 stars,48,496
pytGIsvsxzC64BbYhFHVjw,Raul and Theresas Restaurant,Food,2 stars,230,533
8rjJZzT_E0UWtClHV_izCQ,Brunswick Zone Tri-City Bowl,Shopping&Ent,3 stars,411,444
lH6yi4pdFWvJZsnPpSlp1w,Western Dry Cleaners,Services,5 stars,632,688
LRLN1CIUprYLs6rWUC5bAg,Del Taco,Food,2 stars,230,545
KUuJuEudXr__j_BHYXBNYQ,Sonic Drive-In,Food,2 stars,147,162
lQkeHWsmL48KQGXGjdEOfg,Whataburger,Food,2 stars,24,600
wX5HgfD1i1HYU7T6JZvh1Q,Eds Fish & Chips,Food,2 stars,421,737
wuZr-yCPR-FYa_ORVsUNJA,Rusick Chiropractic,Health&Fitness,3 stars,106,259
yTDsnj0nSTyMLgsGNuNMvg,Bright Ideas,Shopping&Ent,4 stars,391,734
dF6Ryjm5TV2J6eXBd9RBZg,Cold Stone Creamery,Food,2 stars,247,587
u36r5QRRwvFQGBblrMxDlA,Lighthouse Sports Bar,Shopping&Ent,5 stars,565,780
dbmFCwDLeAl-hbBkdsaHLw,Barrys Barber Shop,Services,2 stars,125,236
FosnBEgugCZfnvBwQbZPSA,Jack in the Box,Food,2 stars,155,347
zD-EyPeJO_FKc08LwGMQRQ,Valley Golf Center,Shopping&Ent,1 stars,57,125
YTvNeSVnRoHIvoXZ1yERdw,Pilot Travel Center # 459,Services,1 stars,105,118
cubLn_6pIeQUbiTf2j_LzQ,The UPS Store,Services,4 stars,460,482
Z0CcHdrfBmK3Vl1je8VmmA,Full Circle Autowash,Services,3 stars,83,675
rhOC6FyEpPuZxm563uwLzQ,Baja Fresh Mexican Grill,Food,2 stars,42,684
ueGJonqBs6Hfer60y4IAGg,Wilhelm Automotive,Services,3 stars,92,524
te15rNF1YCdMLA6HB9peNg,New Nails,Shopping&Ent,3 stars,332,442
#NAME?,Jack In the Box,Food,2 stars,81,143
GpyD4xNC_brDF4lcphgozg,Tatum Drugs,Shopping&Ent,2 stars,217,333
Sem-1XGzHHVqMCATBbJnmA,Valeries Furniture & Accents,Shopping&Ent,4 stars,212,725
7K-XS_yu0GZuIXSjak4lQQ,Frontier Town,Shopping&Ent,1 stars,37,106
HgBIrxZZHp8w2ndXjKgcrQ,Rancho Manana Golf Club,Shopping&Ent,3 stars,52,595
8v6u2i63OEPTxIO4dZ11YA,Rancho Manana Golf Club Resturant,Food,2 stars,528,555
TehSM5JrMRikSnjnnfulbw,Tonto Bar & Grill,Food,2 stars,173,548
PRPEuoprCr1iBowxWgMZ9g,Suzannes Hot Stuff,Food,2 stars,60,79
TBVBZLBsaB3NuOJ5hnbGrg,Retablo - Buffalo Bills Trading Post,Shopping&Ent,1 stars,43,71
_F2DNPjsqgkAd50zuX8dYQ,Harolds Corral,Food,2 stars,41,465
WHB3olSE05nbAUpcfV78Zw,Desert Foothills Library,Services,4 stars,382,684
rQEVIWkcIjnfIKUrqovUDA,Wagon Wheel,Food,2 stars,255,300
nbUFQy1d04CL2QEWstCD-g,Dairy Queen,Misc,1 stars,105,182
4FmFTk3qmd5inT-ZGFYwgw,Indian Village,Food,2 stars,528,689
1lS4-F785wYGn6u2dzUgow,Le Sans Souci Restaurant,Food,2 stars,42,760
RB9ZqdMln6vr12z7f15YkA,Cave Creek Tumbleweed Hotel,Food,2 stars,28,264
p9UUsIK1y3MbtS4aD0KsiA,Flat Tire Bike Shop,Misc,1 stars,131,287
7Z_VmjR74f2Wf-hTBPDF3g,Oaks Diner & Flapjacks,Food,2 stars,311,800
Oxgiv8PVn4RXth_bHSbB7A,Alberto Italian Restaurant,Misc,1 stars,111,329
sL3NT6reSwwMMRFcsDzX9g,The Lazy Lizard,Misc,1 stars,567,567
QaYbXnV84aD-BdZ56EFUTw,Legend Trail Golf Club,Shopping&Ent,1 stars,33,72
QVOUMpDu95uNOAEKKDAR1g,Extreme Arizona,Shopping&Ent,5 stars,594,642
fP_kRceHkKxPqgf0o1RfUQ,The Town Dump,Misc,1 stars,71,637
OzX6PCBFBAwqyTCN_EACtg,Spur Cross Stable,Shopping&Ent,4 stars,381,600
Zkl24YXMfpPnMXzjBLp3aQ,Buffalo Chip Saloon and Steakhouse,Food,2 stars,109,639
kJh6851D00h5ioNiw5nQBw,Desert Foothills Gardens,Shopping&Ent,3 stars,228,432
YOlwn4aUSQX6fckAFRWvJw,The Horny Toad,Food,2 stars,25,295
jeUJm8sEE8DcnJP2mJj0PA,Foothills Animal Rescue,Misc,1 stars,363,482
5-Ba19GY2Hz9WBFbFqxwBw,Trendy Nails,Services,4 stars,378,548
co_6LeIptstZXrYlTrvQyw,Subway,Food,2 stars,57,607
D-S5owhWXACD_9S9rRDxWg,Happy Harrys Carwash,Services,4 stars,505,521
GY56AE5HGV2dWcRNGXumbQ,Cocomo Joes,Shopping&Ent,4 stars,309,614
TYKNzOftMZbn0D33Uu0L5w,Safeway,Food,2 stars,447,523
ONM2ZgWPSixf1dUJluX3gQ,Frys & Frys Marketplace,Food,2 stars,359,389
My7YjlYDvnkN-v3KOsadvg,Big Bronco Furniture Barn,Shopping&Ent,2 stars,120,231
forJKrwGx9l-YzFzp-A-AA,Continental Cleaners,Services,2 stars,36,439
HK_1lxgtxSO65d3xjUHDmA,Fletchers Tire & Auto Service,Shopping&Ent,3 stars,159,683
xRp_2EiEJwK0uF7p27FjEw,Spazzi Nails,Services,1 stars,37,123
RFVvpSdAQsZynBg7_KfMbA,Starbucks,Food,2 stars,122,259
4pC4jMoanLySaOgGRwyXLQ,The Hideaway Grill,Food,2 stars,374,482
HS6K-7G7rkqv4lN3a_pk9A,Wendys,Food,2 stars,272,404
2cIEpsD_mv5zLaAM1B_JZA,Brisams,Food,2 stars,142,678
pi3wzQKoxaKjufqdZYdPnA,Partners Dog Training School,Services,5 stars,651,742
30x0kfqZu61_BhpJJWL8Hw,The UPS Store,Services,2 stars,41,403
2MOPwzVIIHZ5zaufSCzTEQ,Rancho Manana Golf Resort & Spa,Food,2 stars,190,682
8EgImVmTmsZm0357uortfw,Albertsons,Food,2 stars,85,201
Oh1Br5MGfeXdytwCBuOn_w,Cave Creek Trail Rides,Shopping&Ent,3 stars,432,450
kKCcVXO7VLcjjZP2gYcr-Q,La Fondita,Food,2 stars,28,86
rzUNQmNvxHuab0ZNIwlf1A,Pueblo El Mirage RV  & Golf Resort,Shopping&Ent,1 stars,76,79
Zpl8mUrhJJizHHOhbP4bxQ,Humbertos Taco Shop,Food,2 stars,607,673
32dee8YUFOSBDeIRmG-tPA,Rio Mirage Cafe Y Cantina,Food,2 stars,128,667
UNtP6bpX54h66DKGb3AGWQ,Walgreens,Shopping&Ent,1 stars,42,73
IzuQ0So4XbdLrk36Oy_nmQ,Mariscos Mazatlan,Food,2 stars,92,192
Z7BnsxDCsWPLTGI5gBArpg,Dominos Pizza,Food,2 stars,429,750
8ZSFR_x20FC1Kc1fmO7uUA,Best Western Space Age Lodge,Food,2 stars,517,703
Os8-tNdpVjajaFvvJ2bo5A,El Coronado Motel,Food,2 stars,216,335
Hva80v3yR2srmL7JioGNBQ,Yucca Motel,Food,2 stars,36,146
sI1bvFfUCeFVz1twmLJcAQ,Best Western Space Age Lodge,Food,2 stars,320,364
sG1gQZ3arZDTWLz_O_ifUw,Truckstop Holts Shell,Services,2 stars,139,415
5pojYKKvohZ1kQBdSBAb1w,Dairy Queen,Food,2 stars,76,164
dMXYzSsh7CnIX_6KixDW8A,Space Age Restaurant,Misc,1 stars,397,672
QcNC8YJCKIg8vFUPWcPQog,Burger King,Food,2 stars,719,767
9xbQT85RGZmQK-bFcDUXTQ,Texaco Food Mart & Service,Food,2 stars,464,480
sygb2W4NRadVXiWhW8bnFQ,Sofias Mexican Food,Food,2 stars,614,696
L6yYzUqVcX97uNXDGqS7-w,Gila River Casino,Shopping&Ent,1 stars,24,210
sKmclh-d2gJkzVVbLdTgtQ,The Spurr Lounge,Shopping&Ent,4 stars,410,523
tLvLc8dHRoPdyvcwC6HQGQ,Turf Soaring School,Misc,1 stars,251,375
t4tTtcuMSsJRMP-yH7JRXw,Banfield Pet Hospital,Services,4 stars,275,750
uGC6iRZ2f7WLAeaptZkQIQ,Wigwam Creek Dental Care,Health&Fitness,3 stars,620,705
UiYy1xq3CHbrvL1euO0kGA,West Olive Animal Hospital,Services,3 stars,222,595
3FUN6EfHhAHlPgN0hX2DaA,Arbys,Food,2 stars,117,314
5lQatU1Kf-W-rUavMjJhfQ,Big Heng,Food,2 stars,74,439
782gZiEOJdexc2NEba7KtA,Carls Jr,Food,2 stars,109,553
wPMKAGNsLXNr-A4_ctxU_Q,Pizza Hut,Food,2 stars,138,512
YsjOZJ6eJQfvhTRvTF5nhw,Sonic Drive-In,Food,2 stars,449,621
pXd48dDu5uf2rYtlBwWGRA,The Home Depot,Shopping&Ent,2 stars,38,455
2eedL3hDviwReK0w1NkRIw,Brunos Pizza,Food,2 stars,695,699
mnbGZM_4_Z88Fa8vgxtUBQ,New To You,Misc,1 stars,577,777
M2dsZugyf8KoGsQegIv-Gg,MasterCuts,Services,4 stars,374,573
_ZNNlJfkGogJx4UlK1cQMg,Brake Masters,Services,2 stars,37,342
tuI0ITvwRS-Fa_NQK9hvig,Jiffy Lube,Services,5 stars,720,729
3loGk_FX1CAdpMj06cqmJg,Crossroads Books & Coffee,Food,2 stars,31,792
YEOnspVAXguZEJp0iKLq8w,AMF Peoria Lanes,Shopping&Ent,3 stars,131,476
reNSpVlhDA864li0_yWhgQ,The Home Depot,Shopping&Ent,3 stars,216,505
0SI_lD1xTb6hUqpruo6ovw,Gallaghers Food & Fun,Shopping&Ent,4 stars,529,610
6A8D1PhUI5vB7nXt9zPBbw,KFC,Food,2 stars,215,278
55_raszkGtosHa_oQvxTkw,Dairy Queen,Food,2 stars,706,768
VaN93_qJshvhx_wAfOM7eA,Jack In the Box,Food,2 stars,51,597
KxJsoFUXrdnNoE9up3HaDA,Pep Boys,Services,5 stars,640,647
OswHQvQBpL6hHrSoqruEEQ,Long John Silvers,Food,2 stars,26,359
pOurc7UleAr_LxLhrx7iSw,Salvation Army,Shopping&Ent,3 stars,90,561
txOMZiCpQwI4qydicluM3g,Dennys,Food,2 stars,300,592
PYeW1A19qPMTHNaxpG5E8A,PetSmart,Services,4 stars,450,547
33LxGsHeymi0QZCQRDGf-g,Papa Johns Pizza,Food,2 stars,355,585
ME6SRcuXuVJyJ_izrwddnA,Nationwide Vision Centers,Health&Fitness,3 stars,55,437
